Name,Description,Stars,URL,Comment,Star_Category,Project_Category,Recommendation
brotli.js,"A JavaScript port of the Brotli compression algorithm, as used in WOFF2",0,https://github.com/Unity-Technologies/brotli.js,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
CSharpNativeCodeBuilder,No description,5,https://github.com/Unity-Technologies/CSharpNativeCodeBuilder,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.image-viewer,Validation package for the package manager,1,https://github.com/Unity-Technologies/com.unity.image-viewer,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Stugo.Interop,Dynamic P/Invoke helper,1,https://github.com/Unity-Technologies/Stugo.Interop,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityOctree,"A dynamic, loose octree implementation for Unity written in C#",305,https://github.com/Unity-Technologies/UnityOctree,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
EditorXR,Author XR in XR,931,https://github.com/Unity-Technologies/EditorXR,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
input-prototype,Input prototype revealed here: https://blogs.unity3d.com/2016/04/12/developing-the-new-input-system-together-with-you/,27,https://github.com/Unity-Technologies/input-prototype,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
graph-visualizer,Visualizer for your Playable graphs,641,https://github.com/Unity-Technologies/graph-visualizer,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
probuilder-vr,"Kinda like ProBuilder, but in virtual reality.",83,https://github.com/Unity-Technologies/probuilder-vr,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
roslyn,"The .NET Compiler Platform (""Roslyn"") provides open-source C# and Visual Basic compilers with rich code analysis APIs.",36,https://github.com/Unity-Technologies/roslyn,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unittest-cpp,A lightweight unit testing framework for C++,4,https://github.com/Unity-Technologies/unittest-cpp,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
git-unity-as,Convert a Unity Asset Server database to a git repository,4,https://github.com/Unity-Technologies/git-unity-as,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
statsd,An efficient Statsd Go client.,1,https://github.com/Unity-Technologies/statsd,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Physical-Camera,Unity Component that can describes a physical camera's attributes.,92,https://github.com/Unity-Technologies/Physical-Camera,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
runc,CLI tool for spawning and running containers according to the OCI specification,0,https://github.com/Unity-Technologies/runc,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
glide-pin,A plugin for glide that pins all dependencies from the lock file into the yaml file,5,https://github.com/Unity-Technologies/glide-pin,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
XRLineRenderer,An XR-Focused line renderer that mimics rendering with 3d capsules while only using two quads worth of geometry.,303,https://github.com/Unity-Technologies/XRLineRenderer,Mid-level popularity - Render or graphics package,Orta Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
BatchBreakingCause,This project demonstrates different cases when Unity has to break a batch while rendering.,365,https://github.com/Unity-Technologies/BatchBreakingCause,Mid-level popularity - Render or graphics package,Orta Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
linker,No description,28,https://github.com/Unity-Technologies/linker,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
OpenCppCoverage,Coverage tool for C++ code,20,https://github.com/Unity-Technologies/OpenCppCoverage,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
reference-assemblies,Binary reference assemblies,0,https://github.com/Unity-Technologies/reference-assemblies,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
PhysicsExamples2D,Examples of various Unity 2D Physics components and features.,550,https://github.com/Unity-Technologies/PhysicsExamples2D,Popular - Physics package,Popüler,Fizik Paketi,Genel kullanıma uygun.
com.autodesk.fbx,FBX SDK C# bindings,219,https://github.com/Unity-Technologies/com.autodesk.fbx,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
Babylon.js,Babylon.js: a complete JavaScript framework for building 3D games with HTML 5 and WebGL,6,https://github.com/Unity-Technologies/Babylon.js,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
pykube,Python client library for Kubernetes,1,https://github.com/Unity-Technologies/pykube,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
crunch,Advanced DXTc texture compression and transcoding library,241,https://github.com/Unity-Technologies/crunch,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
7-Zip-zstd,7-Zip with ZStandard Support,17,https://github.com/Unity-Technologies/7-Zip-zstd,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
p7zip-zstd,p7zip with ZStandard support ,7,https://github.com/Unity-Technologies/p7zip-zstd,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
testinfra,Testinfra test your infrastructures,1,https://github.com/Unity-Technologies/testinfra,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityMixedCallstack,Visual Studio native debugger extension to help debug native applications using Mono.,129,https://github.com/Unity-Technologies/UnityMixedCallstack,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
UIElementsExamples,Unity project containing examples to use UIElements in the Editor,435,https://github.com/Unity-Technologies/UIElementsExamples,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
GenericFrameRecorder,This GitHub package is DEPRECATED. Please get the new Unity Recorder from the Asset Store (https://assetstore.unity.com/packages/essentials/unity-recorder-94079) Use the editor builtin Bug Reporter to report issues. You can track and vote for issues on the Issue Tracker (https://issuetracker.unity3d.com),534,https://github.com/Unity-Technologies/GenericFrameRecorder,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
poly2tri-cs,A port of poly2tri to C#,20,https://github.com/Unity-Technologies/poly2tri-cs,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
KdTree,"A fast, generic, multi-dimensional Binary Search Tree written in C#",63,https://github.com/Unity-Technologies/KdTree,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
sun-java-formula,Flexible provisioning for JDK and JRE tarballs,0,https://github.com/Unity-Technologies/sun-java-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
kafka-formula,Salt Formula for Kafka,2,https://github.com/Unity-Technologies/kafka-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
zookeeper-formula,No description,0,https://github.com/Unity-Technologies/zookeeper-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
hw2017-ab-variants-2,Asset bundle variants 2.0 example project,2,https://github.com/Unity-Technologies/hw2017-ab-variants-2,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
keepalived-formula,No description,0,https://github.com/Unity-Technologies/keepalived-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
nginx-formula,Nginx Salt Formula,0,https://github.com/Unity-Technologies/nginx-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
haproxy-formula,No description,0,https://github.com/Unity-Technologies/haproxy-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
samba-formula,No description,0,https://github.com/Unity-Technologies/samba-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
salt-formula-glusterfs,Salt formula to setup GlusterFS server and client,0,https://github.com/Unity-Technologies/salt-formula-glusterfs,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
apache-formula,Set up and configure the Apache HTTP server,1,https://github.com/Unity-Technologies/apache-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
telegraf-formula,Saltstack formula for installing and configuring telegraf,0,https://github.com/Unity-Technologies/telegraf-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
rsyslog-formula,No description,0,https://github.com/Unity-Technologies/rsyslog-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
elastic-formula,"Saltstack formula for installing elastic products such as elasticsearch, logstash and kibana",2,https://github.com/Unity-Technologies/elastic-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
memcached-formula,No description,1,https://github.com/Unity-Technologies/memcached-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
stunnel-formula,Saltstack formula for stunnel,0,https://github.com/Unity-Technologies/stunnel-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
artifactory-formula,Salt Stack Artifactory formula,0,https://github.com/Unity-Technologies/artifactory-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
consul-formula,http://docs.saltstack.com/en/latest/topics/development/conventions/formulas.html,0,https://github.com/Unity-Technologies/consul-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
zabbix-formula,No description,0,https://github.com/Unity-Technologies/zabbix-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
postgres-formula,No description,1,https://github.com/Unity-Technologies/postgres-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ntp-formula,No description,0,https://github.com/Unity-Technologies/ntp-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
dante-formula,Dante SOCKS proxy Saltstack formula,0,https://github.com/Unity-Technologies/dante-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
influxdb-formula,Installs and configures the InfluxDB timeseries database,1,https://github.com/Unity-Technologies/influxdb-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
bind-formula,No description,0,https://github.com/Unity-Technologies/bind-formula,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
BanditDungeon,Demo project using multi-armed bandit algorithm,100,https://github.com/Unity-Technologies/BanditDungeon,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
MultiMaterial,No description,66,https://github.com/Unity-Technologies/MultiMaterial,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
steam-runtime,A runtime environment for Steam applications,12,https://github.com/Unity-Technologies/steam-runtime,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.formats.fbx,FBX Exporter tools for editing and exchanging assets between the Unity and Digital Content Creation (DCC) tools such as Maya and 3DS Max,229,https://github.com/Unity-Technologies/com.unity.formats.fbx,Mid-level popularity - Vehicle package,Orta Popüler,Araç Paketi,Yeni başlayanlar için önerilir.
